Date,Energy,Light,CO2,Occupancy
2015-02-03 12:30:00,26.681488095238095,,1025.1559523809528,1.0
2015-02-03 12:45:00,26.312022222222208,657.9522222222222,1011.9011111111109,1.0
2015-02-03 13:00:00,25.93921875,489.56458333333336,994.6572916666668,0.0
2015-02-03 13:15:00,25.687464285714285,175.81547619047618,952.6511904761903,0.0
2015-02-03 13:30:00,25.56664920634921,509.68095238095236,900.1179365079365,0.0
2015-02-03 13:45:00,25.68965625,599.7541666666666,883.5552083333333,1.0
2015-02-03 14:00:00,26.040238095238088,562.1988095238097,917.8602040816327,1.0
2015-02-03 14:15:00,27.200769841269842,528.2433333333332,1016.8833333333333,1.0
2015-02-03 14:30:00,28.162424107142854,,1105.2953869047612,1.0
2015-02-03 14:45:00,29.071619047619052,466.5535714285714,1176.5059523809525,1.0
2015-02-03 15:00:00,29.730066666666666,466.7166666666666,1231.5122222222228,1.0
2015-02-03 15:15:00,30.202247023809523,463.54761904761887,1288.4023809523815,1.0
2015-02-03 15:30:00,30.548224489795928,457.9566326530612,1336.9239795918365,1.0
2015-02-03 15:45:00,30.82771111111111,458.9,1375.6544444444446,1.0
2015-02-03 16:00:00,30.866197916666664,446.59375,1371.2242559523804,1.0
2015-02-03 16:15:00,31.007972789115644,443.80612244897964,1363.7690476190473,1.0
2015-02-03 16:30:00,31.191944444444445,,1373.706666666666,1.0
2015-02-03 16:45:00,31.321732142857147,444.125,1392.3976190476196,1.0
2015-02-03 17:00:00,31.29496938775509,433.25,1384.365476190476,1.0
2015-02-03 17:15:00,31.06154444444445,,1348.0399999999995,1.0
2015-02-03 17:30:00,30.84914583333333,431.38125,1315.8468750000004,1.0
2015-02-03 17:45:00,30.53250000000001,420.08333333333337,1263.516666666666,1.0
2015-02-03 18:00:00,30.165322222222233,363.97333333333336,1218.2299999999998,0.0
2015-02-03 18:15:00,30.00119791666667,,1158.5416666666667,0.0
2015-02-03 18:30:00,29.425773809523808,0.0,1064.2119047619044,0.0
2015-02-03 18:45:00,28.96683333333333,0.0,984.277777777778,0.0
2015-02-03 19:00:00,28.61070833333333,0.0,922.4645833333334,0.0
2015-02-03 19:15:00,28.25875,0.0,867.8369047619047,0.0
2015-02-03 19:30:00,27.9445,,823.0966666666667,0.0
2015-02-03 19:45:00,27.76440625,0.0,783.9166666666667,0.0
2015-02-03 20:00:00,27.50392857142857,0.0,749.3357142857143,0.0
2015-02-03 20:15:00,27.1895,,717.0811111111111,0.0
2015-02-03 20:30:00,26.89322916666667,0.0,690.7291666666665,0.0
2015-02-03 20:45:00,26.674285714285716,0.0,669.5238095238094,0.0
2015-02-03 21:00:00,26.51055555555555,0.0,647.1444444444445,0.0
2015-02-03 21:15:00,26.30042708333333,0.0,627.6458333333334,0.0
2015-02-03 21:30:00,26.126190476190487,0.0,612.1464285714285,0.0
2015-02-03 21:45:00,25.96333333333333,0.0,604.0933333333334,0.0
2015-02-03 22:00:00,25.809531250000006,0.0,589.6947916666667,0.0
2015-02-03 22:15:00,25.692857142857143,0.0,580.8011904761905,0.0
2015-02-03 22:30:00,25.53605555555556,0.0,574.4655555555556,0.0
2015-02-03 22:45:00,25.365468750000005,0.0,570.2916666666665,0.0
2015-02-03 23:00:00,25.24275,0.0,563.3988095238094,0.0
2015-02-03 23:15:00,25.146555555555555,0.0,559.7533333333333,0.0
2015-02-03 23:30:00,25.02947916666667,0.0,555.6,0.0
2015-02-03 23:45:00,24.941249999999997,0.0,553.1309523809524,0.0
